01582178;00003;37;xxxx;00000000;000000000000,00;000000000008,25;000000000356,61;02200;022020;032020;
01582178;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000691,60;02200;022020;052020;
01582178;00005;37;xxxx;00000000;000000000000,00;000000000000,25;000000000032,42;02200;022020;052020;
01597680;00003;37;xxxx;00000000;000000000000,00;000000000000,03;000000000003,89;02200;022020;032020;
01597680;00003;37;xxxx;00000000;000000000000,00;000000000015,35;000000001327,01;02200;022020;032020;
01597680;00003;37;xxxx;00000000;000000000000,00;000000000008,88;000000000383,84;02200;022020;032020;
01607359;00001;37;xxxx;00000000;000000000000,00;000000000000,67;000000000023,03;02200;122019;012020;
01607359;00001;37;xxxx;00000000;000000000000,00;000000000016,00;000000001100,11;02200;122019;012020;
01607359;00003;37;xxxx;00000000;000000000000,00;000000000008,00;000000000550,06;02200;022020;032020;
01607359;00003;37;xxxx;00000000;000000000000,00;000000000000,33;000000000011,34;02200;022020;032020;
01607359;00005;37;xxxx;00000000;000000000000,00;000000000000,33;000000000011,34;02200;042020;052020;
01607359;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000550,06;02200;042020;052020;
01616480;00001;37;xxxx;00000000;000000000000,00;000000000008,00;000000000311,52;02200;122019;012020;
01616480;00001;37;xxxx;00000000;000000000000,00;000000000000,57;000000000033,29;02200;122019;012020;
01616480;00004;37;xxxx;00000000;000000000000,00;000000000008,00;000000000311,52;02200;022020;042020;
01616480;00004;37;xxxx;00000000;000000000000,00;000000000000,57;000000000033,29;02200;022020;042020;
01616480;00005;37;xxxx;00000000;000000000000,00;000000000000,57;000000000033,29;02200;042020;052020;
01616480;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000311,52;02200;042020;052020;
01617796;00003;37;xxxx;00000000;000000000000,00;000000000016,00;000000000532,00;02200;022020;032020;
01617796;00003;37;xxxx;00000000;000000000000,00;000000000016,00;000000001064,00;02200;022020;032020;
01617796;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000532,00;02200;022020;052020;
01629328;00001;37;xxxx;00000000;000000000000,00;000000000002,67;000000000177,56;02200;122019;012020;
01636545;00001;37;xxxx;00000000;000000000000,00;000000000000,50;000000000011,35;02200;122019;012020;
01636545;00001;37;xxxx;00000000;000000000000,00;000000000008,00;000000000363,12;02200;122019;012020;
01649850;00001;37;xxxx;00000000;000000000000,00;000000000016,00;000000000623,04;02200;122019;012020;
01649850;00001;37;xxxx;00000000;000000000000,00;000000000000,67;000000000013,04;02200;122019;012020;
01649850;00003;37;xxxx;00000000;000000000000,00;000000000000,33;000000000006,43;02200;022020;032020;
01649850;00003;37;xxxx;00000000;000000000000,00;000000000008,00;000000000311,52;02200;022020;032020;
01649876;00001;37;xxxx;00000000;000000000000,00;000000000000,50;000000000012,66;02200;122019;012020;
01649876;00001;37;xxxx;00000000;000000000000,00;000000000008,00;000000000404,98;02200;122019;012020;
01650149;00003;37;xxxx;00000000;000000000000,00;000000000016,85;000000001120,53;02200;022020;032020;
01650149;00003;37;xxxx;00000000;000000000000,00;000000000007,15;000000000237,74;02200;022020;032020;
01697951;00001;37;xxxx;00000000;000000000000,00;000000000000,57;000000000045,22;02200;122019;012020;
01697951;00001;37;xxxx;00000000;000000000000,00;000000000008,00;000000000423,12;02200;122019;012020;
01697951;00003;37;xxxx;00000000;000000000000,00;000000000000,57;000000000045,22;02200;022020;032020;
01697951;00003;37;xxxx;00000000;000000000000,00;000000000008,00;000000000423,12;02200;022020;032020;
01697951;00005;37;xxxx;00000000;000000000000,00;000000000000,57;000000000045,22;02200;042020;052020;
01697951;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000423,12;02200;042020;052020;
01698451;00003;37;xxxx;00000000;000000000000,00;000000000008,25;000000000274,31;02200;022020;032020;
01698451;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000532,00;02200;022020;052020;
03017176;00001;37;xxxx;00000000;000000000000,00;000000000000,33;000000000007,49;02200;122019;012020;
03017176;00001;37;xxxx;00000000;000000000000,00;000000000008,00;000000000363,12;02200;122019;012020;
03017427;00003;37;xxxx;00000000;000000000000,00;000000000000,50;000000000039,67;02200;022020;032020;
03017427;00003;37;xxxx;00000000;000000000000,00;000000000016,00;000000000846,24;02200;022020;032020;
03017427;00003;37;xxxx;00000000;000000000000,00;000000000016,50;000000000436,34;02200;022020;032020;
03017427;00005;37;xxxx;00000000;000000000000,00;000000000008,00;000000000423,12;02200;022020;052020;
03017427;00005;37;xxxx;00000000;000000000000,00;000000000000,25;000000000019,83;02200;022020;052020;
03018547;00003;37;xxxx;00000000;000000000000,00;000000000008,00;000000000532,00;02200;022020;032020;
04182911;00001;37;xxxx;00000000;000000000000,00;000000000005,33;000000000259,02;02200;122019;012020;
04182911;00002;37;xxxx;00000000;000000000000,00;000000000008,00;000000000242,98;02200;012020;022020;
04223906;00003;37;xxxx;00000000;000000000000,00;000000000002,00;000000000038,82;02200;022020;032020;
04636506;00002;37;xxxx;00000000;000000000000,00;000000000007,17;000000000097,11;02200;012020;022020;
04636548;00002;37;xxxx;00000000;000000000000,00;000000000002,00;000000000032,37;02200;012020;022020;
04636765;00003;37;xxxx;00000000;000000000000,00;000000000001,25;000000000012,64;02200;022020;032020;
04636806;00002;37;xxxx;00000000;000000000000,00;000000000002,00;000000000035,60;02200;012020;022020;
04651787;00001;37;xxxx;00000000;000000000000,00;000000000008,17;000000000110,65;02200;122019;012020;
04733607;00005;37;xxxx;00000000;000000000000,00;000000000006,33;000000000198,65;02200;042020;052020;
04741672;00004;37;xxxx;00000000;000000000000,00;000000000002,00;000000000035,60;02200;022020;042020;
04760194;00002;37;xxxx;00000000;000000000000,00;000000000009,17;000000000163,24;02200;012020;022020;
04762012;00003;37;xxxx;00000000;000000000000,00;000000000001,50;000000000015,17;02200;022020;032020;
04762142;00003;37;xxxx;00000000;000000000000,00;000000000007,17;000000000116,03;02200;022020;032020;
04823354;00001;37;xxxx;00000000;000000000000,00;000000000006,67;000000000207,16;02200;122019;012020;
04823354;00002;37;xxxx;00000000;000000000000,00;000000000010,17;000000000394,84;02200;012020;022020;
